[2026-04-08 17:02:34][INFO] Loading resources...
[2026-04-08 17:05:05][FINE] Scheduled update for region-file: (-1, 0) (Map: new_world)
[2026-04-08 17:05:05][FINE] Scheduled update for region-file: (0, 2) (Map: new_world)
[2026-04-08 17:05:12][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:05:14][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:05:22][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:05:26][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:05:31][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:05:39][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:05:41][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:05:49][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:05:51][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:05:54][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:06:01][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:06:11][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:06:11][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:06:21][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:06:23][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:06:31][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:06:36][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:06:41][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:06:46][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:06:51][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:07:01][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:07:08][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:07:11][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:07:20][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:07:21][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:07:31][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:07:33][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:07:41][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:07:43][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:07:47][FINE] Scheduled update for region-file: (1, -1) (Map: new_world)
[2026-04-08 17:07:47][FINE] Scheduled update for region-file: (-2, -1) (Map: new_world)
[2026-04-08 17:07:47][FINE] Scheduled update for region-file: (-2, 2) (Map: new_world)
[2026-04-08 17:07:47][FINE] Scheduled update for region-file: (-1, 2) (Map: new_world)
[2026-04-08 17:07:47][FINE] Scheduled update for region-file: (0, 2) (Map: new_world)
[2026-04-08 17:07:47][FINE] Scheduled update for region-file: (1, 2) (Map: new_world)
[2026-04-08 17:07:48][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:07:51][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:07:55][FINE] Scheduled update for region-file: (1, 2) (Map: new_world)
[2026-04-08 17:08:02][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:08:05][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:08:16][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:08:17][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:08:26][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:08:30][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:08:36][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:08:40][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:08:45][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:08:48][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:08:58][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:09:02][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:09:08][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
